SOPClassUID,Modality,Rows,Columns,PhotometricInterpretation,TransferSyntaxUID,BitsAllocated,BitsStored,HighBit,PixelRepresentation,SamplesPerPixel,NumberOfFrames_raw,NumberOfFrames_effective,RescaleSlope,RescaleIntercept,rescale_slope_present,rescale_intercept_present,modality_lut_present,modality_lut_count,voi_lut_present,voi_lut_count,WindowCenter_all,WindowWidth_all,window_center_count,window_width_count,window_is_multivalued,VOILUTFunction,PresentationLUTShape,presentation_lut_sequence_present,presentation_lut_sequence_count,PixelPaddingValue,PixelPaddingRangeLimit,pixel_padding_value_present,pixel_padding_range_present,image_id,coco_image_id,canonical_image_id,dicom_relative_path
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8bc2410a31ef52ddb3e2d41cbe1ea7ff,2670,2669,train/8bc2410a31ef52ddb3e2d41cbe1ea7ff.dicom
ABSENT,ABSENT,2747,2530,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,48867,65535,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8be157ed11fc1bb06d77637ae7da43bc,2671,2670,train/8be157ed11fc1bb06d77637ae7da43bc.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8be5bfabd547e1ef91f0b0b7b4d597d4,2672,2671,train/8be5bfabd547e1ef91f0b0b7b4d597d4.dicom
ABSENT,ABSENT,2264,1848,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,8bf59d2126095730fe534504609bcc9d,2673,2672,train/8bf59d2126095730fe534504609bcc9d.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c000de5f90b8dd6ed6f77923874c20e,2674,2673,train/8c000de5f90b8dd6ed6f77923874c20e.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c09865ee3cb674cc41dee8bca45fe5a,2675,2674,train/8c09865ee3cb674cc41dee8bca45fe5a.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8669,9680,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c09c35eeb8472b327cc14b1d51e118c,2676,2675,train/8c09c35eeb8472b327cc14b1d51e118c.dicom
ABSENT,ABSENT,3035,3320,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2105,3944,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c22b37c81902d8c42fec5b9363f79bd,2677,2676,train/8c22b37c81902d8c42fec5b9363f79bd.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c564256945c5e76731f827d472683ff,2678,2677,train/8c564256945c5e76731f827d472683ff.dicom
ABSENT,ABSENT,2638,2325,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1,0,True,True,False,0,False,0,9202,16384,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c6cbbc156f7eb5d6132c937d089f014,2679,2678,train/8c6cbbc156f7eb5d6132c937d089f014.dicom
ABSENT,ABSENT,2733,3084,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c717fbd10400d0cea8af2a1f59d050b,2680,2679,train/8c717fbd10400d0cea8af2a1f59d050b.dicom
ABSENT,ABSENT,3144,2318,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2277,3350,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c75e7cff1d266d1d4f73187d7c1bbc2,2681,2680,train/8c75e7cff1d266d1d4f73187d7c1bbc2.dicom
ABSENT,ABSENT,2967,2521,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2578,3821,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8c9946f1106496dc13bc64cd0532c370,2682,2681,train/8c9946f1106496dc13bc64cd0532c370.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8549,11460,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8cacb3b69e1fcc845537d1e4a7c1c5ab,2683,2682,train/8cacb3b69e1fcc845537d1e4a7c1c5ab.dicom
ABSENT,ABSENT,2347,2466,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,32759,65520,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8cb084ad48ad4a21e15bdb8f4567ed8f,2684,2683,train/8cb084ad48ad4a21e15bdb8f4567ed8f.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8cc5ee4cf5c697d98d7c85951aa4f8d7,2685,2684,train/8cc5ee4cf5c697d98d7c85951aa4f8d7.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,7667,12196,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8cd75497ddd543845e5a151e9a3b7561,2686,2685,train/8cd75497ddd543845e5a151e9a3b7561.dicom
ABSENT,ABSENT,2640,2622,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2475,3240,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8ce1c8d29072b068ae7c6c185213e156,2687,2686,train/8ce1c8d29072b068ae7c6c185213e156.dicom
ABSENT,ABSENT,2836,2336,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8ce28abc5f7b1e4b97eef3cf6f2cb218,2688,2687,train/8ce28abc5f7b1e4b97eef3cf6f2cb218.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,9181,12100,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8cfb544c8ae38f85d48916e5db86c601,2689,2688,train/8cfb544c8ae38f85d48916e5db86c601.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8615,10424,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d002d924e667aded2857442587afe81,2690,2689,train/8d002d924e667aded2857442587afe81.dicom
ABSENT,ABSENT,3096,2600,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8190,7031,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d09bc6c72b4f8ad8346be6c55f9f136,2691,2690,train/8d09bc6c72b4f8ad8346be6c55f9f136.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d1c24466cec1a18b96989ced1f5422d,2692,2691,train/8d1c24466cec1a18b96989ced1f5422d.dicom
ABSENT,ABSENT,2856,2787,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2273,3210,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d435f703d51586aa164b24e5ec3b9b0,2693,2692,train/8d435f703d51586aa164b24e5ec3b9b0.dicom
ABSENT,ABSENT,2336,1944,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,8d6a0dcadf3c7322e146e729f4ac4ebf,2694,2693,train/8d6a0dcadf3c7322e146e729f4ac4ebf.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d71580638dabfe93678f1a7bab30bfe,2695,2694,train/8d71580638dabfe93678f1a7bab30bfe.dicom
ABSENT,ABSENT,2688,2208,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,8d74ba04415b33be3134b55c868016f8,2696,2695,train/8d74ba04415b33be3134b55c868016f8.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d8ac0cdeb07adc1805e5c986b0034c3,2697,2696,train/8d8ac0cdeb07adc1805e5c986b0034c3.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d90a34bf34f673775ffd827112142df,2698,2697,train/8d90a34bf34f673775ffd827112142df.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8d92135190568a756e7850cec9f6577a,2699,2698,train/8d92135190568a756e7850cec9f6577a.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8db0ec16659e5c003a6b07debf49e554,2700,2699,train/8db0ec16659e5c003a6b07debf49e554.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8539,11120,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8db8173d076bab7a3fcc6656a0b3c15a,2701,2700,train/8db8173d076bab7a3fcc6656a0b3c15a.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8dc9c4a2edfac5c6ed1b0246e435aff9,2702,2701,train/8dc9c4a2edfac5c6ed1b0246e435aff9.dicom
ABSENT,ABSENT,2955,2567,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2947,3872,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8dcb48f8f81f5d883b1c85b7106a2378,2703,2702,train/8dcb48f8f81f5d883b1c85b7106a2378.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8dd6662d207b63fbfd51d2ccda2910cc,2704,2703,train/8dd6662d207b63fbfd51d2ccda2910cc.dicom
ABSENT,ABSENT,2688,2208,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,8de1d1a853009572844969d046f99f6b,2705,2704,train/8de1d1a853009572844969d046f99f6b.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8581,11388,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8de2c306ed9fa7c44c70d249af346d9b,2706,2705,train/8de2c306ed9fa7c44c70d249af346d9b.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8de556d9cd8d026b8eba03870cc6acba,2707,2706,train/8de556d9cd8d026b8eba03870cc6acba.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,1,0,True,True,False,0,False,0,8255,6523,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8df447178660d98a2efcab6323c8f658,2708,2707,train/8df447178660d98a2efcab6323c8f658.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8dfdb16f2373ca92d484bb8ae376d7dc,2709,2708,train/8dfdb16f2373ca92d484bb8ae376d7dc.dicom
ABSENT,ABSENT,3180,2836,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8265,5954,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e063eadea9a6aeb684c893c8598be3e,2710,2709,train/8e063eadea9a6aeb684c893c8598be3e.dicom
ABSENT,ABSENT,2880,2764,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,9560,6298,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e1a18777633a830c6e5897e4dddb6f7,2711,2710,train/8e1a18777633a830c6e5897e4dddb6f7.dicom
ABSENT,ABSENT,2758,2674,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1,0,True,True,False,0,False,0,8191,16383,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e3006f8c3906fc969d4aa9aeb31f586,2712,2711,train/8e3006f8c3906fc969d4aa9aeb31f586.dicom
ABSENT,ABSENT,2430,1994,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e36ae96a199bbaea285e074edde991a,2713,2712,train/8e36ae96a199bbaea285e074edde991a.dicom
ABSENT,ABSENT,2684,2384,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8191,6714,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e3cbb3460e37bd5418cb4bc23c07af8,2714,2713,train/8e3cbb3460e37bd5418cb4bc23c07af8.dicom
ABSENT,ABSENT,2858,2641,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,32682,65366,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e49cc23db589bc0acd59a8841128560,2715,2714,train/8e49cc23db589bc0acd59a8841128560.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e506a2c5a4a64624770f56bd56fe684,2716,2715,train/8e506a2c5a4a64624770f56bd56fe684.dicom
ABSENT,ABSENT,3072,2824,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8980,7212,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e5f9d775ab631aca970ca98d32946dc,2717,2716,train/8e5f9d775ab631aca970ca98d32946dc.dicom
ABSENT,ABSENT,2996,2619,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e682cb1be531ca41c0e04e45c227797,2718,2717,train/8e682cb1be531ca41c0e04e45c227797.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e8108b7709b8f9f60eabe001816dbd4,2719,2718,train/8e8108b7709b8f9f60eabe001816dbd4.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e8605a691bd8149aad332a64fce5dcf,2720,2719,train/8e8605a691bd8149aad332a64fce5dcf.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e8d8e5b84f477e17297df90008ab053,2721,2720,train/8e8d8e5b84f477e17297df90008ab053.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8e8f6687544bfcd254e60e5e28b260d6,2722,2721,train/8e8f6687544bfcd254e60e5e28b260d6.dicom
ABSENT,ABSENT,3022,2817,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8eb38ce22b1b5323c2dad3a92c79e1bd,2723,2722,train/8eb38ce22b1b5323c2dad3a92c79e1bd.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8eb496d5dd817b996672eab35e7de8f4,2724,2723,train/8eb496d5dd817b996672eab35e7de8f4.dicom
ABSENT,ABSENT,2960,2664,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,7965,4406,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8ebf23deb8ee4d7bba82aa38d3420fee,2725,2724,train/8ebf23deb8ee4d7bba82aa38d3420fee.dicom
ABSENT,ABSENT,2840,2433,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,35717,65535,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8ed4976e3f507617cea65e8b068cbb1e,2726,2725,train/8ed4976e3f507617cea65e8b068cbb1e.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8649,11268,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8ef3fb1b703ffcb77d3709d45adf8695,2727,2726,train/8ef3fb1b703ffcb77d3709d45adf8695.dicom
ABSENT,ABSENT,3333,2660,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2767,3625,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8ef74927dbf4b7819d546c7e1f2e002e,2728,2727,train/8ef74927dbf4b7819d546c7e1f2e002e.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f0d77c5c2faa59b360bf71cc07f4d4e,2729,2728,train/8f0d77c5c2faa59b360bf71cc07f4d4e.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8335,9664,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f175ebdd1fb0e26809311ca829077b8,2730,2729,train/8f175ebdd1fb0e26809311ca829077b8.dicom
ABSENT,ABSENT,3275,2812,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f186efb51af999168f501bda156eda5,2731,2730,train/8f186efb51af999168f501bda156eda5.dicom
ABSENT,ABSENT,3383,2647,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f2dd210a995d677029f2c3d285ff80e,2732,2731,train/8f2dd210a995d677029f2c3d285ff80e.dicom
ABSENT,ABSENT,3283,2641,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2406,3863,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f2f0fd9dfa82786b2c02b4a2df53dc1,2733,2732,train/8f2f0fd9dfa82786b2c02b4a2df53dc1.dicom
ABSENT,ABSENT,3256,2680,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,7351,7434,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f4c737a0dbc8fc4be1e1def59ef4fa9,2734,2733,train/8f4c737a0dbc8fc4be1e1def59ef4fa9.dicom
ABSENT,ABSENT,2552,2504,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1,0,True,True,False,0,False,0,8191,16383,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f53904e77e3c20fc28a489d9737d973,2735,2734,train/8f53904e77e3c20fc28a489d9737d973.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f572ec6313554380c112b06168aed35,2736,2735,train/8f572ec6313554380c112b06168aed35.dicom
ABSENT,ABSENT,2320,1912,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,8f6709f15f4f222cf7af5bb49f73aa18,2737,2736,train/8f6709f15f4f222cf7af5bb49f73aa18.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f752093ee546364e7a3f570c7e2041d,2738,2737,train/8f752093ee546364e7a3f570c7e2041d.dicom
ABSENT,ABSENT,2458,2441,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f828151dee8b12935726c711c024149,2739,2738,train/8f828151dee8b12935726c711c024149.dicom
ABSENT,ABSENT,2208,2688,MONOCHROME1,1.2.840.10008.1.2,16,16,15,0,1,,1,,,False,False,False,0,False,0,43116,10844,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8f98e3e6e86e573a6bd32403086b3707,2740,2739,train/8f98e3e6e86e573a6bd32403086b3707.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8fb5356727d6147b99fea57e012b0b64,2741,2740,train/8fb5356727d6147b99fea57e012b0b64.dicom
ABSENT,ABSENT,2656,2756,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,9280,4026,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8fcbf4c0ba3178b938cc3c80df975fe3,2742,2741,train/8fcbf4c0ba3178b938cc3c80df975fe3.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8fd4e7599250d006e579f1ffcb28b1b1,2743,2742,train/8fd4e7599250d006e579f1ffcb28b1b1.dicom
ABSENT,ABSENT,2048,2500,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8fd72a5ede4e6f75961080e5cfaa1b5e,2744,2743,train/8fd72a5ede4e6f75961080e5cfaa1b5e.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8fda45c871b6dd0ba4569d560fd49ea6,2745,2744,train/8fda45c871b6dd0ba4569d560fd49ea6.dicom
ABSENT,ABSENT,2792,2584,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8286,7248,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8fdf29fa92d82675c73489bcbb4dda0a,2746,2745,train/8fdf29fa92d82675c73489bcbb4dda0a.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,8fe0e719bc142d9327cb86cc28e82b03,2747,2746,train/8fe0e719bc142d9327cb86cc28e82b03.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,7901,9264,1,1,False,ABSENT,ABSENT,False,0,,,False,False,90014bdac9592e29646c4c358275fdfc,2748,2747,train/90014bdac9592e29646c4c358275fdfc.dicom
ABSENT,ABSENT,3124,2829,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2258,3986,1,1,False,ABSENT,ABSENT,False,0,,,False,False,900fa6baa0c15f5c96eaed57294ec6d4,2749,2748,train/900fa6baa0c15f5c96eaed57294ec6d4.dicom
ABSENT,ABSENT,2725,2626,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,1970,3656,1,1,False,ABSENT,ABSENT,False,0,,,False,False,90294c2e98cf161d97c32633e5a67ab1,2750,2749,train/90294c2e98cf161d97c32633e5a67ab1.dicom
ABSENT,ABSENT,3077,2475,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,902b03191f0a6bc2e7e47be16b63c38c,2751,2750,train/902b03191f0a6bc2e7e47be16b63c38c.dicom
ABSENT,ABSENT,2216,2160,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,902cb4d7b941c2b490c322b01314b352,2752,2751,train/902cb4d7b941c2b490c322b01314b352.dicom
ABSENT,ABSENT,2448,2088,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,902d77e0d68673b7f8d12a3ab1483b95,2753,2752,train/902d77e0d68673b7f8d12a3ab1483b95.dicom
